"","id","weights","Region","State","Gender","SES","Age","Income","Expenses","Edu","Interest","KnowCat","PartyID","SupportPT","Ideology","VoteInt","PresPref","PresPref.rmdk","Strategic","PresPred_1","PresPred_2","PresPred_3","PredConf","IDParty","PartyID1","PartyID1_Other","IDParty2","PartyID2","PartyID2_Other","VoteInt1","VoteInt1_Other","VoteInt2","VoteInt2_Other","PresPref_Other","KB1c","KB2c","KB3c","KB4c","KB5c","KB6c","KB7c","KB8c","KB9c","KBpca"
"50",1771,1.02,"Sudeste","Minas Gerais","Male","D-E",21,"R$300 - R$599","Always","Colegial completo (3ª série do ensino médio)","Very","Highest",NA,"Support Totally","Left","Don't Know","Don't Know",NA,NA,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Very","Não",NA,"","Não",NA,"","Não sei","","Não sei",NA,"","Incorrect","Incorrect","Incorrect","Correct","Correct","Correct","Correct","Correct","Correct",-0.94193979976481
"51",1774,1.02,"Sudeste","Minas Gerais","Male","D-E",20,"Menos de R$300","Often","Colegial completo (3ª série do ensino médio)","Somewhat","Low",NA,"Neutral","Don't Know","Don't Know","Don't Know",NA,NA,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Geraldo Alckmin (PSDB)","Somewhat","Não sei",NA,"","Não",NA,"","Não sei","","Não sei",NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Correct","Correct",0.532733933419229
"52",4533,1.02,"Sudeste","Rio de Janeiro","Male","D-E",22,"R$900 – R$1.199","Always","Ginásio completo (8ª série do ensino fundamental)","A little","Lowest",NA,"Support Totally","Don't Know","Don't Know","Don't Know",NA,NA,"Marina Silva (REDE)","Alvaro Dias (PODE)","Henrique Meirelles (MDB)","A little","Não",NA,"","Não",NA,"","Não sei","","Não sei",NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Don't Know",0.565702602345422
"53",4922,1.02,"Sudeste","Rio de Janeiro","Male","D-E",19,"R$900 – R$1.199","Sometimes",NA,"A little","Lowest",NA,"Don't Know","Don't Know","Null/Blank","Don't Know",NA,NA,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Not at all","Não sei",NA,"","Não sei",NA,"","Não sei","","Anularia o voto ou votaria em branco",NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Incorrect",0.565702602345422
"54",5010,1.02,"Sudeste","São Paulo","Male","D-E",23,"R$300 - R$599","Often","Colegial completo (3ª série do ensino médio)","A little","Lowest",NA,"Don't Know","Don't Know","Henrique Meirelles (MDB)","Don't Know",NA,NA,"Henrique Meirelles (MDB)","Alvaro Dias (PODE)","Geraldo Alckmin (PSDB)","Not at all","Não",NA,"","Não",NA,"","Não sei","","Henrique Meirelles (MDB)",NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Don't Know","Correct","Correct",0.616024387444372
"55",5090,1.02,"Centro Oeste","Mato Grosso do Sul","Male","C2",33,"R$900 – R$1.199","Often","Colegial completo (3ª série do ensino médio)","A little","Highest",NA,"Don't Know","Don't Know","Marina Silva (REDE)","Marina Silva (REDE)","Marina Silva (REDE)",0,"Jair Bolsonaro (PSL)","Marina Silva (REDE)","Geraldo Alckmin (PSDB)","Somewhat","Não sei",NA,"","Não",NA,"","Não sei","","Marina Silva (REDE)",NA,"","Correct","Don't Know","Correct","Don't Know","Incorrect","Correct","Correct","Correct","Correct",-0.603082479719933
"56",3755,0.97,"Centro Oeste","Goiás","Female","D-E",18,"R$600 – R$899","Always","Ginásio completo (8ª série do ensino fundamental)","A little","Lowest",NA,"Don't Know","Center","Don't Know","Don't Know",NA,NA,"Marina Silva (REDE)","Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","A little","Não",NA,"","Não",NA,"","Não sei","","Não sei",NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Incorrect",0.565702602345422
"57",4695,0.97,"Centro Oeste","Distrito Federal","Female","D-E",23,"R$1.800 – R$3.399","Rarely","Ensino universitário incompleto ou especialização (técnico após ensino médio)","A little","Low",NA,"Neutral","Don't Know","Don't Know","Don't Know",NA,NA,"Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Ciro Gomes (PDT)","Very","Não",NA,"","Não",NA,"","Não sei","",NA,NA,"","Correct","Don't Know","Incorrect","Don't Know","Incorrect","Don't Know","Don't Know","Correct","Correct",0.121418940842445
"58",2054,0.96,"Sudeste","Minas Gerais","Male","C2",32,NA,"Always",NA,"Not at all","Low",NA,"Neutral","Far-left","Don't Know","Don't Know",NA,NA,"Fernando Haddad (PT)","Henrique Meirelles (MDB)","Geraldo Alckmin (PSDB)","Not at all","Não",NA,"","Não",NA,"","Não sei","","Não sei",NA,"","Incorrect","Incorrect","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.532733933419229
"59",3801,0.95,"Norte","Amazonas","Male","C2",20,NA,NA,"Colegial completo (3ª série do ensino médio)","Not at all","Low",NA,"Support Totally","Don't Know","Don't Know","Don't Know",NA,NA,"Marina Silva (REDE)","Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Very","Não",NA,"","Não",NA,"","Não sei","","Não sei",NA,"","Don't Know","Incorrect","Incorrect","Don't Know","Correct","Don't Know","Correct","Correct","Correct",0.0137667104873203
"60",1488,0.91,"Sudeste","São Paulo","Female","C1",37,"R$900 – R$1.199","Always","Ginásio completo (8ª série do ensino fundamental)","A little","Highest",NA,"Neutral","Center","Fernando Haddad (PT)","Fernando Haddad (PT)","Fernando Haddad (PT)",0,"Ciro Gomes (PDT)","Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Not at all","Não",NA,"","Não",NA,"","Não sei","","Fernando Haddad (PT)",NA,"","Incorrect","Correct","Incorrect","Correct","Correct","Correct","Don't Know","Correct","Correct",-0.858649345739666
"61",3182,0.91,"Nordeste","Bahia","Male","B1",45,"R$1.800 – R$3.399","Rarely","Pós-graduação completo ou mais","A little","Highest",NA,"Support Partially","Far-left","Don't Know","Don't Know",NA,NA,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Somewhat","Não",NA,"","Não",NA,"","Não sei","","Não sei",NA,"","Correct","Incorrect","Incorrect","Correct","Don't Know","Correct","Correct","Correct","Correct",-0.917578023434828
"62",1307,0.91,"Sudeste","São Paulo","Female","D-E",18,"R$1.200 – R$1.799",NA,"Colegial completo (3ª série do ensino médio)","Not at all","Lowest",NA,"Don't Know","Don't Know","Don't Know","Don't Know",NA,NA,"Geraldo Alckmin (PSDB)","Fernando Haddad (PT)","Jair Bolsonaro (PSL)","A little","Não",NA,"","Não",NA,"","Não sei","","Não sei",NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Don't Know","Don't Know",0.623439490843357
"63",3526,0.91,"Sudeste","Minas Gerais","Female","D-E",21,"R$900 – R$1.199",NA,"Colegial completo (3ª série do ensino médio)","Not at all","Low",NA,"Neutral","Don't Know","Abstain","Don't Know",NA,NA,"Henrique Meirelles (MDB)","Ciro Gomes (PDT)","Geraldo Alckmin (PSDB)","A little","Não",NA,"","Não",NA,"","Não sei","","Não iria votar",NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.532733933419229
"64",3730,0.91,"Sudeste","Minas Gerais","Female","D-E",21,"R$900 – R$1.199","Always","Colegial completo (3ª série do ensino médio)","Very","Lowest",NA,"Neutral","Center","Fernando Haddad (PT)","Don't Know",NA,NA,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Somewhat","Não",NA,"","Não",NA,"","Não sei","","Fernando Haddad (PT)",NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Incorrect",0.565702602345422
"65",4735,0.91,"Sudeste","Rio de Janeiro","Female","D-E",23,"Menos de R$300",NA,"Ginásio incompleto (até 7ª série do ensino fundamental)","Very","Lowest","Partido Social Liberal (PSL)","Support Totally","Don't Know","Don't Know","Don't Know",NA,NA,"Geraldo Alckmin (PSDB)","Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Very","Sim","Partido Social Liberal (PSL)","",NA,NA,"","Não sei","","Não sei",NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Correct","Correct",0.616024387444372
"66",2957,0.91,"Centro Oeste","Goiás","Female","C2",33,"R$900 – R$1.199","Always","Colegial completo (3ª série do ensino médio)","Very","Low",NA,"Oppose Totally","Don't Know","Null/Blank","Ciro Gomes (PDT)","Ciro Gomes (PDT)",1,"Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Fernando Haddad (PT)","Very","Não",NA,"","Não",NA,"","Não sei","","Anularia o voto ou votaria em branco",NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Correct","Correct",0.532733933419229
"67",1653,0.85,"Sudeste","São Paulo","Female","C2",30,"R$900 – R$1.199","Always","Colegial completo (3ª série do ensino médio)","Not at all","Low",NA,"Neutral","Don't Know","Marina Silva (REDE)","Don't Know",NA,NA,"Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Very","Não",NA,"","Não",NA,"","Não sei","","Marina Silva (REDE)",NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.532733933419229
"68",1667,0.85,"Sudeste","São Paulo","Female","C2",30,"R$900 – R$1.199","Always","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Not at all","Lowest",NA,"Don't Know","Don't Know","Don't Know","Don't Know",NA,NA,"Alvaro Dias (PODE)","Henrique Meirelles (MDB)","Marina Silva (REDE)","Not at all","Não",NA,"","Não",NA,"","Não sei","",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Don't Know","Correct","Incorrect",0.648993056370565
"69",2925,0.85,"Sudeste","Minas Gerais","Female","C2",34,"R$900 – R$1.199","Rarely","Colegial completo (3ª série do ensino médio)","Not at all","Lowest",NA,"Neutral","Don't Know","Don't Know","Don't Know",NA,NA,"Fernando Haddad (PT)","Geraldo Alckmin (PSDB)","Marina Silva (REDE)","A little","Não",NA,"","Não",NA,"","Não sei","","Não sei",NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Don't Know","Correct","Correct",0.616024387444372
"70",3694,0.85,"Sudeste","Minas Gerais","Female","C2",33,"R$1.200 – R$1.799","Always","Colegial completo (3ª série do ensino médio)","A little","Low","Partido da Social Democracia Brasileira (PSDB)","Neutral","Don't Know","Don't Know","Marina Silva (REDE)","Marina Silva (REDE)",1,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Geraldo Alckmin (PSDB)","A little","Sim","Partido da Social Democracia Brasileira (PSDB)","",NA,NA,"","Não sei","",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.532733933419229
"71",1696,0.85,"Norte","Amazonas","Female","C2",22,"R$900 – R$1.199","Sometimes","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Somewhat","Low",NA,"Neutral","Center","Don't Know","Don't Know",NA,NA,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","João Amoêdo (NOVO)","Somewhat","Não",NA,"","Não",NA,"","Não sei","",NA,NA,"","Incorrect","Incorrect","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Correct","Correct",0.532733933419229
"72",3459,0.85,"Norte","Pará","Female","C2",18,"R$900 – R$1.199","Rarely","Ensino universitário incompleto ou especialização (técnico após ensino médio)","A little","Low",NA,"Neutral","Don't Know","Jair Bolsonaro (PSL)","Jair Bolsonaro (PSL)","Jair Bolsonaro (PSL)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","A little","Não",NA,"","Não",NA,"","Não sei","","Jair Bolsonaro (PSL)",NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.532733933419229
"73",3018,0.84,"Sudeste","Rio de Janeiro","Male","B2",61,"R$3.400 – R$9.999","Often","Ensino universitário completo","Somewhat","Highest",NA,"Neutral","Don't Know","Don't Know","Don't Know",NA,NA,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Somewhat","Não",NA,"","Não sei",NA,"","Não sei","","Não sei",NA,"","Correct","Don't Know","Correct","Don't Know","Correct","Correct","Correct","Correct","Don't Know",-1.08908103372565
"74",5125,0.84,"Sudeste","Rio de Janeiro","Male","B2",55,"R$3.400 – R$9.999",NA,"Ensino universitário completo","A little","Low",NA,"Oppose Partially","Don't Know","Don't Know","Don't Know",NA,NA,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Not at all","Não",NA,"","Não",NA,"","Não sei","",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Correct","Don't Know","Correct","Correct",0.0754980366416509
"75",3515,0.79,"Sul","Rio Grande do Sul","Male","D-E",23,"R$900 – R$1.199","Always","Ginásio incompleto (até 7ª série do ensino fundamental)","A little","Lowest","Partido Trabalhista Brasileiro (PTB)","Neutral","Center","Don't Know","Don't Know",NA,NA,"Geraldo Alckmin (PSDB)","Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Somewhat","Sim","Partido Trabalhista Brasileiro (PTB)","",NA,NA,"","Não sei","","Não sei",NA,"","Incorrect","Incorrect","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Don't Know","Don't Know",0.623439490843357
"76",3753,0.75,"Nordeste","Ceará","Female","C1",32,"R$900 – R$1.199",NA,"Ensino universitário incompleto ou especialização (técnico após ensino médio)","Not at all","Highest",NA,"Neutral","Don't Know","Don't Know","Don't Know",NA,NA,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Very","Não",NA,"","Não",NA,"","Não sei","","Não sei",NA,"","Correct","Incorrect","Incorrect","Correct","Correct","Correct","Incorrect","Correct","Incorrect",-1.3202861234154
"77",1357,0.74,"Sudeste","Rio de Janeiro","Female","B2",61,NA,"Always","Ensino universitário completo","A little","Low",NA,"Don't Know","Don't Know","Don't Know","Don't Know",NA,NA,"Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Fernando Haddad (PT)","A little","Não",NA,"","Não",NA,"","Não sei","","Não sei",NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.532733933419229
"78",1644,0.71,"Sul","Paraná","Female","C1",37,"R$3.400 – R$9.999","Rarely","Colegial completo (3ª série do ensino médio)","Somewhat","High",NA,"Support Partially","Center","Don't Know",NA,NA,NA,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Somewhat","Não",NA,"","Não sei",NA,"","Não sei","","Não sei",NA,"Nenhum","Correct","Don't Know","Incorrect","Don't Know","Correct","Incorrect","Correct","Correct","Don't Know",-0.447870067188413
"79",4474,0.71,"Sul","Paraná","Female","C1",39,"R$300 - R$599","Always","Ginásio incompleto (até 7ª série do ensino fundamental)","Not at all","Lowest",NA,"Neutral","Don't Know","Geraldo Alckmin (PSDB)","Don't Know",NA,NA,"Ciro Gomes (PDT)","Alvaro Dias (PODE)","Geraldo Alckmin (PSDB)","A little","Não",NA,"","Não sei",NA,"","Não sei","","Geraldo Alckmin (PSDB)",NA,"","Don't Know","Incorrect","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Incorrect","Correct",0.673761275942307
"80",4478,0.71,"Sul","Rio Grande do Sul","Female","C1",35,"R$900 – R$1.199","Always","Colegial completo (3ª série do ensino médio)","Not at all","Lowest",NA,"Don't Know","Don't Know","Don't Know","Don't Know",NA,NA,"Ciro Gomes (PDT)","Fernando Haddad (PT)","Jair Bolsonaro (PSL)","A little","Não",NA,"","Não",NA,"","Não sei","","Não sei",NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Incorrect","Correct",0.673761275942307
"81",4277,0.7,"Sul","Paraná","Female","D-E",23,"Menos de R$300","Always","Colegial incompleto (até 2ª série do ensino médio)","A little","Lowest",NA,"Don't Know","Don't Know","Fernando Haddad (PT)","Don't Know",NA,NA,"Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","Henrique Meirelles (MDB)","Very","Não",NA,"","Não",NA,"","Não sei","","Fernando Haddad (PT)",NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Incorrect","Don't Know","Don't Know","Correct","Correct",0.616024387444372
"82",1356,0.66,"Sul","Paraná","Female","C2",33,"Menos de R$300","Often","Ginásio completo (8ª série do ensino fundamental)","A little","Low","Partido Socialista Brasileiro (PSB)","Neutral","Center","Don't Know","Don't Know",NA,NA,"Marina Silva (REDE)","Fernando Haddad (PT)","Ciro Gomes (PDT)","A little","Sim","Partido Socialista Brasileiro (PSB)","",NA,NA,"","Não sei","","Não sei",NA,"","Don't Know","Incorrect","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.532733933419229
"83",2431,0.66,"Sul","Paraná","Female","C2",28,"R$600 – R$899","Sometimes","Colegial completo (3ª série do ensino médio)","Not at all","Lowest",NA,"Don't Know","Don't Know","Don't Know","Don't Know",NA,NA,"Henrique Meirelles (MDB)","Ciro Gomes (PDT)","Geraldo Alckmin (PSDB)","A little","Não sei",NA,"","Não sei",NA,"","Não sei","","Não sei",NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Incorrect",0.565702602345422
"84",2430,0.59,"Centro Oeste","Goiás","Female","C1",33,"R$1.800 – R$3.399","Sometimes","Colegial completo (3ª série do ensino médio)","Very","Low","Partido Republicano Brasileiro (PRB)","Oppose Totally","Don't Know","Cabo Daciolo (PATRI)","Marina Silva (REDE)","Marina Silva (REDE)",1,"Jair Bolsonaro (PSL)","Marina Silva (REDE)","Geraldo Alckmin (PSDB)","Somewhat","Sim","Partido Republicano Brasileiro (PRB)","",NA,NA,"","Não sei","",NA,"Cabo Daciolo (PATRI)","","Incorrect","Don't Know","Incorrect","Incorrect","Incorrect","Correct","Incorrect","Correct","Correct",0.0754980366416509
"85",2322,0.56,"Nordeste","Bahia","Female","C2",20,"R$600 – R$899","Often","Colegial completo (3ª série do ensino médio)","A little","Lowest","Partido da Social Democracia Brasileira (PSDB)","Support Partially","Left","Fernando Haddad (PT)","Don't Know",NA,NA,"Fernando Haddad (PT)","João Amoêdo (NOVO)","Jair Bolsonaro (PSL)","Somewhat","Sim","Partido da Social Democracia Brasileira (PSDB)","",NA,NA,"","Não sei","","Fernando Haddad (PT)",NA,"","Incorrect","Incorrect","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Correct","Incorrect",0.565702602345422
"86",1003,0.55,"Sudeste","Rio de Janeiro","Female","C1",28,"R$1.200 – R$1.799","Always","Colegial completo (3ª série do ensino médio)","Somewhat","Lowest",NA,"Neutral","Don't Know","Jair Bolsonaro (PSL)","Jair Bolsonaro (PSL)","Jair Bolsonaro (PSL)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Geraldo Alckmin (PSDB)","Somewhat","Não",NA,"","Não",NA,"","Não sei","","Jair Bolsonaro (PSL)",NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Incorrect",0.565702602345422
"87",1859,0.55,"Sudeste","São Paulo","Female","C1",33,"R$3.400 – R$9.999","Sometimes","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Somewhat","Low",NA,"Oppose Partially","Don't Know","João Amoêdo (NOVO)","Don't Know",NA,NA,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Geraldo Alckmin (PSDB)","Not at all","Não",NA,"","Não",NA,"","Não sei","","João Amoêdo (NOVO)",NA,"","Correct","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Don't Know",0.0710971557434951
"88",2158,0.55,"Sudeste","Rio de Janeiro","Female","C1",31,"R$900 – R$1.199","Always","Ensino universitário completo","A little","Low",NA,"Neutral","Don't Know","Don't Know","Don't Know",NA,NA,"Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Geraldo Alckmin (PSDB)","Somewhat","Não",NA,"","Não",NA,"","Não sei","","Não sei",NA,"","Correct","Incorrect","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Correct","Correct",0.0381284868173019
